Place_Name,Road_Type,Day_Type,Weather,Morning_Traffic,Afternoon_Traffic,Evening_Traffic,Night_Traffic,Peak_Hour,Two_Wheelers,Cars,Auto_Rickshaws,Buses,Trucks,Avg_Speed_kmph,Signal_Delay_sec,Accident_Count,Noise_Level_dB,Air_Quality_Index,CO2_Emission_gkm,Fuel_Consumption_L,Road_Width_m,Lane_Count,Visibility_m,Comments
Namakkal Town,,Weekend,Foggy,5748,2658,5912,3260,,7258,-53,2235,43,2123,8.7,217,0,95.9,300,374.7,73.9,12.7,2,492,Heavy traffic
Rasipuram Rd,SH,weekday,Rainy,607,8532,5166,3001,No,-293,798,276,605,2266,60.7,209,3,86.1,422,444.0,66.67,12.0,6,1442,Heavy traffic
Rasipuram Rd,city road,,,7256,8221,6827,259,No,1020,3089,3694,635,2915,52.2,447,7,73.8,155,472.4,30.14,14.9,0,195,Accident zone
Salem road,Rural,weekday,Rainy,5860,4036,358,2957,No,7830,4008,2472,428,675,34.4,388,-1,63.8,102,364.8,13.31,11.7,5,1286,
Salem road,NH,Weekend,Sunny,2041,4015,8971,3353,Yes,6992,538,2052,585,461,44.7,325,2,63.8,234,279.6,1.26,18.6,6,1471,Heavy traffic
Salem road,city road,Weekend,Foggy,5484,5969,8307,2194,No,6420,1398,3738,593,917,26.3,486,9,84.5,347,192.0,4.56,4.8,5,1551,Accident zone
Rasipuram Rd,SH,,Foggy,2984,3441,1632,265,No,1035,4795,659,182,1670,54.9,457,7,77.3,379,645.0,41.86,11.9,5,1410,
Salem road,NH,weekday,,5666,7818,10151,2883,,877,6967,2176,835,1802,18.7,400,-1,87.3,278,582.2,48.09,17.7,1,1024,
Rasipuram Rd,city road,weekday,,2089,6293,2347,1041,Y,981,3180,2143,798,1291,58.1,153,7,48.8,32,415.0,14.21,10.5,2,931,Heavy traffic
Rasipuram Rd,NH,,Foggy,706,2674,162,1581,Y,2964,177,3636,257,2161,35.6,299,5,82.7,27,380.6,4.58,8.4,0,265,
Namakkal Town,,weekday,Sunny,5301,1475,11981,2643,,641,392,783,71,814,16.7,271,4,67.7,415,616.7,-0.24,18.5,4,1596,Heavy traffic
,SH,weekday,Clear,1151,8518,891,860,Yes,992,907,1093,680,3065,30.1,131,2,78.7,437,609.3,62.7,17.4,3,1712,Heavy traffic
Rasipuram Rd,NH,Weekday,Sunny,1268,6312,8902,2460,Yes,7721,1710,2450,237,1235,34.5,64,5,41.6,86,81.1,61.49,15.7,1,366,Heavy traffic
Paramathi Rd,City,Weekday,Sunny,5619,2710,4557,1674,Y,5207,4389,2843,56,1852,55.4,45,5,117.6,370,523.5,74.88,13.7,0,297,
Tiruchengode Road,NH,weekday,Sunny,4449,8517,5250,3630,,5459,291,445,725,2755,16.8,41,5,95.9,347,84.8,23.75,7.8,7,1946,Heavy traffic
,Rural,Weekend,,6269,8986,8345,3421,,308,2762,3821,434,2599,7.5,359,1,94.3,365,447.5,43.46,12.0,0,1150,Signal issue
Tiruchengode Road,NH,,Foggy,6531,1777,3938,2510,No,2317,2390,2292,140,3009,69.3,248,0,55.5,58,608.5,43.53,13.9,5,1389,Accident zone
Rasipuram Rd,SH,weekday,Rainy,3378,4788,810,990,,3594,2997,750,738,176,50.3,479,4,44.5,21,462.3,42.92,17.8,1,1148,Heavy traffic
Paramathi Rd,NH,,Rainy,1531,5414,2656,1608,No,1056,5705,3473,432,2132,60.9,70,1,109.2,270,214.1,56.91,5.3,0,814,Accident zone
Salem road,NH,Weekend,Rainy,2129,4757,10269,2318,,619,6313,1758,322,3144,73.2,91,8,96.7,494,256.3,61.95,17.6,1,1680,
,SH,,Clear,2730,3222,2463,3389,,6929,5914,37,328,2221,75.0,25,3,109.5,273,381.1,8.27,14.3,5,1394,
Salem road,SH,,Clear,6722,4034,7126,1543,Y,8159,2572,904,397,1173,12.8,466,6,68.7,470,579.2,5.02,16.9,4,1259,
Tiruchengode Road,,,Clear,1950,6740,8082,2579,Y,3221,6156,2644,98,2080,1.1,329,5,51.2,204,373.9,1.68,17.3,7,1719,Signal issue
,NH,Weekend,,5299,3017,8116,1255,N,7276,4062,3058,444,315,35.4,406,9,120.0,301,97.2,70.82,12.0,5,878,Accident zone
Rasipuram Rd,city road,weekday,Clear,228,1545,10838,485,No,6432,3901,1233,868,1993,44.8,208,4,45.9,250,479.7,42.54,6.9,3,1995,Heavy traffic
Namakkal Town,SH,Weekday,Foggy,6479,7793,220,3267,Y,7463,1672,1972,731,1495,47.1,-18,1,85.0,348,192.3,1.76,11.9,1,103,Signal issue
,NH,weekday,Foggy,5350,1535,8643,3397,,3257,1177,1803,454,3315,87.2,357,9,95.0,394,354.6,28.57,13.6,0,907,
Namakkal Town,NH,weekday,,-111,1422,9382,2745,N,5733,6199,3179,719,157,20.1,384,1,79.9,385,372.4,58.4,19.2,7,914,
,Rural,Weekday,Rainy,4934,8430,11395,2807,No,7511,4235,2391,394,440,65.2,76,6,43.8,162,481.8,9.24,12.6,5,556,
Paramathi Rd,,Weekend,Sunny,2172,146,6678,561,N,2305,1560,663,217,2687,-0.5,296,5,106.2,76,339.2,69.01,16.8,5,798,Accident zone
Rasipuram Rd,SH,,Clear,2831,5981,10573,3475,Y,3520,1731,3920,632,3310,62.6,-30,5,105.1,410,419.7,27.15,14.2,5,570,
,Rural,weekday,,4531,3132,7729,2790,Yes,5586,5667,1360,416,2071,55.1,6,9,103.3,306,337.3,64.14,17.7,7,1295,
Paramathi Rd,,weekday,Clear,757,2392,2432,3415,Y,440,5371,3036,75,106,1.8,448,5,114.0,58,357.8,64.61,18.1,0,380,
,Rural,,Clear,2957,5927,1467,976,Y,565,4803,1126,758,2972,64.4,477,-1,102.6,161,528.3,30.98,6.8,1,98,
Tiruchengode Road,,,,489,7218,2007,131,Yes,5794,4962,3490,747,3441,28.6,425,0,92.1,344,525.7,16.22,3.7,4,254,Accident zone
,City,weekday,Sunny,6400,5768,10515,247,,939,286,1892,35,1077,15.5,319,7,70.2,471,359.8,14.56,19.6,3,898,Signal issue
Namakkal Town,Rural,Weekend,,4014,2361,3911,2648,,4529,3792,688,-10,1987,3.2,298,3,99.9,464,167.9,73.47,10.5,4,212,Accident zone
Namakkal Town,NH,Weekday,Clear,4820,7423,6026,3323,,3357,1519,2227,44,1944,3.2,380,4,105.8,478,152.4,77.98,16.9,6,1665,
Paramathi Rd,SH,Weekday,Sunny,4889,5148,8597,2722,N,7855,6154,1609,564,218,31.8,261,2,42.8,69,206.1,73.02,4.2,4,1491,Signal issue
Tiruchengode Road,,,Foggy,741,5675,8166,3333,No,3985,82,977,70,1253,6.2,367,0,55.8,477,517.4,10.18,18.2,5,312,Accident zone
,SH,Weekend,Foggy,4338,249,309,3563,N,2597,4978,540,754,2357,15.0,34,7,92.9,453,500.0,59.63,19.2,0,1031,
Rasipuram Rd,SH,Weekend,,2272,3697,6468,1645,Y,5576,658,503,305,2325,18.8,197,-2,46.0,292,365.2,77.43,18.3,3,124,
Namakkal Town,city road,Weekday,,6164,2981,11257,1951,Y,2881,54,2197,456,1984,85.2,231,8,79.6,68,462.9,11.2,11.3,4,1266,Heavy traffic
Rasipuram Rd,NH,weekday,Foggy,6966,2769,591,729,Y,1213,1013,3660,619,324,42.6,304,0,64.1,212,542.7,65.74,13.0,5,647,Heavy traffic
Namakkal Town,City,Weekend,Clear,4038,7322,1897,2141,,2703,1198,3204,702,216,79.7,-3,9,90.1,93,522.7,3.84,13.4,4,337,Signal issue
,SH,Weekday,Rainy,3011,6559,1480,2687,Y,6481,6416,2559,840,2067,38.9,-18,-1,98.6,46,419.1,69.03,16.3,4,330,
Namakkal Town,City,Weekday,,3356,454,6949,251,No,8491,1385,2849,124,177,77.9,150,5,74.1,205,326.7,76.89,7.0,5,393,Accident zone
Tiruchengode Road,,weekday,Clear,6875,7896,4354,3970,N,307,36,973,480,2869,7.7,317,6,97.6,455,502.4,49.9,4.6,3,1694,Heavy traffic
Rasipuram Rd,City,weekday,Sunny,1307,4179,9970,3588,Y,3483,2893,2884,118,2210,72.2,400,2,73.2,175,502.5,1.71,3.9,3,1386,
Rasipuram Rd,Rural,Weekend,,-140,5039,11227,1051,,4947,2274,1028,550,3389,41.3,165,-2,107.0,21,384.1,25.9,3.8,5,1291,Accident zone
Salem road,city road,Weekday,,4703,5066,3226,975,,3745,4375,2906,663,2175,8.6,29,5,87.6,224,306.6,2.52,7.3,1,1538,Accident zone
Paramathi Rd,,Weekend,Rainy,5475,5140,5291,1818,,5252,564,543,625,2670,85.9,424,0,98.6,85,516.1,17.53,15.8,5,1017,Accident zone
Namakkal Town,SH,,Sunny,7053,3265,3335,1476,No,1989,3835,2618,331,849,72.4,28,9,56.4,231,224.2,35.91,4.9,7,1281,Heavy traffic
Salem road,City,Weekday,Clear,2779,8526,6783,1243,Y,6244,5133,17,851,31,11.5,489,-1,58.1,346,113.9,47.29,17.8,5,1464,Accident zone
Rasipuram Rd,City,Weekday,Foggy,3381,7564,10254,1050,No,338,-93,2607,698,28,42.2,252,2,115.8,484,448.1,66.15,19.5,2,685,
Paramathi Rd,,,,4596,187,11019,1589,Y,302,4342,3137,529,719,52.2,315,7,98.8,194,245.2,54.8,15.8,2,1361,
Tiruchengode Road,city road,weekday,Foggy,175,2139,19,1089,Y,8305,494,1284,245,6,49.1,277,5,43.4,458,637.5,49.28,9.9,2,1232,
Rasipuram Rd,NH,,,4879,2392,1550,2749,Yes,1914,4449,1906,808,3154,35.5,159,8,52.9,75,385.3,-0.28,5.7,7,1498,
Tiruchengode Road,Rural,,Clear,4810,6192,8152,1252,Yes,2799,4300,1065,582,2023,13.0,318,-1,69.8,152,184.4,0.65,8.2,5,440,Signal issue
Namakkal Town,city road,,Clear,-65,357,78,2884,N,7833,3790,3590,691,723,22.8,28,-1,53.8,338,475.6,-2.01,4.5,4,1139,Heavy traffic
Tiruchengode Road,City,,Rainy,191,5790,684,267,No,534,1769,542,151,414,15.0,128,2,106.4,209,410.7,25.83,14.8,6,936,Accident zone
Namakkal Town,City,weekday,Sunny,3257,89,4250,1062,Y,6019,6628,1978,198,1106,55.2,42,3,111.5,195,177.0,72.73,4.6,1,932,Signal issue
Paramathi Rd,,Weekend,Foggy,4938,2381,3749,3518,N,7886,5051,839,763,1329,44.8,406,6,76.1,455,555.7,43.62,5.2,6,1566,
Paramathi Rd,city road,Weekday,Rainy,-107,5631,11265,1234,No,3182,6414,2967,785,3335,29.0,488,7,74.3,484,461.7,41.83,13.8,3,1842,Heavy traffic
Salem road,City,,Foggy,2036,1448,11373,1143,Yes,6430,53,3085,96,2526,47.4,399,9,66.0,332,635.8,37.85,6.5,1,72,Accident zone
Paramathi Rd,Rural,,Clear,2539,574,2406,2769,Y,8001,2515,2127,815,2430,17.8,425,-2,88.1,272,111.1,67.8,9.7,6,1083,
,SH,,Foggy,-120,1339,1417,1857,Y,3883,1299,1287,41,2579,45.6,213,1,95.2,225,204.8,65.62,5.7,5,1963,
Rasipuram Rd,SH,Weekday,Clear,5845,7609,7030,3223,No,2599,3646,148,564,2047,36.1,424,1,49.3,490,441.4,-4.08,13.8,2,521,Accident zone
Paramathi Rd,,,Rainy,2654,7264,1910,1293,Yes,6389,3155,110,193,731,63.7,291,5,101.1,147,495.1,74.65,3.9,4,368,Signal issue
Tiruchengode Road,city road,weekday,Clear,4587,4571,924,2288,Y,4037,5376,2865,213,3436,50.9,309,8,40.3,236,160.9,16.54,12.2,3,582,Accident zone
Namakkal Town,SH,Weekend,Foggy,4645,4935,10916,2473,Y,2745,329,882,107,980,-3.7,146,5,86.7,219,316.4,-0.73,9.0,1,327,Signal issue
Paramathi Rd,City,Weekend,Clear,4566,4589,8750,2687,N,3094,4485,3128,758,3354,1.0,205,9,52.4,367,468.3,46.22,12.9,3,980,Accident zone
,Rural,,Clear,7997,7108,4626,3281,No,8978,1221,2323,657,3131,7.8,143,6,78.6,238,229.0,25.14,18.5,1,1987,
Paramathi Rd,City,Weekday,Clear,7671,8846,8797,775,Y,1066,5372,2909,165,116,-0.8,333,0,85.8,201,374.5,38.89,12.6,2,1304,Signal issue
Namakkal Town,NH,weekday,,1062,1590,2892,2011,Yes,7026,1996,614,782,484,7.0,243,8,53.7,194,502.6,78.4,6.4,0,135,
,SH,Weekday,,6329,7995,7655,483,Yes,-283,5141,732,636,2231,26.6,497,4,112.7,375,634.3,22.39,18.8,3,1763,Heavy traffic
Rasipuram Rd,SH,weekday,Sunny,279,8909,4891,2901,Y,-22,5312,380,591,374,88.9,317,4,102.5,366,381.6,67.92,3.9,0,395,
Tiruchengode Road,,Weekday,,3762,2749,8508,405,No,2684,4022,3424,307,1694,1.7,416,0,86.1,69,634.9,38.97,15.4,0,875,Signal issue
Tiruchengode Road,,,Rainy,5778,870,8290,3902,Yes,317,2443,248,394,2842,85.0,286,7,43.8,62,306.2,71.97,9.2,6,1656,
Paramathi Rd,City,weekday,Foggy,2535,2711,6377,1007,,515,1291,1078,599,636,84.9,185,-1,79.8,181,452.6,38.05,12.9,4,308,Signal issue
,SH,weekday,Foggy,7805,429,6264,3982,No,3470,6275,3636,112,1205,76.9,28,-2,46.3,204,167.8,28.78,17.2,2,1602,Accident zone
Paramathi Rd,SH,Weekday,Clear,1028,8165,4823,2712,,7013,1935,1398,385,1690,64.3,43,4,114.2,264,130.2,51.39,4.1,7,1386,Heavy traffic
Paramathi Rd,Rural,Weekend,,840,6744,493,1503,,2137,52,2008,331,2083,73.9,394,3,114.6,305,449.5,26.8,19.4,1,481,Signal issue
Salem road,,,Clear,6250,8542,7603,3461,,3444,3653,1828,128,2176,71.2,349,7,94.9,230,285.7,45.52,8.0,7,1802,Heavy traffic
Paramathi Rd,,Weekend,Foggy,7339,5053,6314,227,N,4,387,2397,890,848,48.3,29,6,42.0,379,405.3,65.11,9.1,4,414,Signal issue
Tiruchengode Road,City,weekday,Sunny,5977,7281,3024,299,Yes,7393,6502,1488,91,2337,76.8,493,5,45.1,262,617.3,13.3,12.7,3,240,Signal issue
Tiruchengode Road,,Weekend,Sunny,2028,5961,10240,670,No,-260,6867,2766,268,3132,47.6,344,8,79.3,382,495.6,48.85,18.4,6,1222,
Paramathi Rd,SH,weekday,Foggy,4673,110,3546,-22,Yes,4533,4557,3851,582,2987,83.9,496,3,116.8,369,484.5,-2.05,8.3,0,1787,Signal issue
Namakkal Town,city road,,Rainy,3753,8691,123,3576,Yes,2143,2325,2914,239,3199,14.9,40,1,114.3,289,310.4,21.45,16.4,7,1921,
Rasipuram Rd,Rural,Weekday,,4848,5568,4096,3958,N,2550,534,89,200,1571,66.6,229,7,84.3,427,567.9,5.2,9.5,2,1557,
Tiruchengode Road,city road,Weekday,Foggy,1862,7220,4802,2267,No,5741,1616,680,485,199,87.5,127,7,98.1,300,594.8,26.13,15.5,5,634,Heavy traffic
Rasipuram Rd,City,weekday,Foggy,5461,5224,7587,1815,No,6567,5545,2313,865,220,9.4,247,9,55.9,281,287.4,-4.11,18.1,6,1853,
Paramathi Rd,city road,Weekend,Clear,6187,7815,2261,3970,No,3626,2615,179,670,217,4.1,370,0,116.5,225,394.9,42.71,4.0,7,910,
Paramathi Rd,,Weekend,Rainy,4318,7646,5160,1360,,276,-143,1313,313,3327,15.6,67,4,80.9,90,519.0,40.71,8.7,3,1038,Accident zone
,SH,Weekday,Rainy,1597,5398,3862,3961,No,3740,1618,1578,559,3425,49.3,336,5,72.5,476,526.4,11.23,18.1,1,1305,Heavy traffic
Paramathi Rd,Rural,Weekend,Foggy,3822,4270,5733,213,,5441,5042,3603,265,1829,39.5,312,3,43.9,219,318.2,70.96,19.0,3,750,Accident zone
,NH,weekday,,5991,8251,8989,582,N,1732,3679,2650,797,2407,14.0,307,0,66.5,80,227.3,60.64,10.2,5,1885,Signal issue
Namakkal Town,SH,weekday,Rainy,1075,8900,10626,31,Yes,5856,2853,3728,15,2568,7.4,425,0,51.2,71,328.3,38.02,13.2,2,421,
Paramathi Rd,Rural,,,4014,1866,7624,1427,,3246,1213,3798,798,2845,56.1,70,1,115.3,474,562.8,37.15,14.5,4,1749,Accident zone
Salem road,City,Weekend,,3967,5604,3506,2785,Yes,2273,5883,625,663,911,43.0,-25,-2,75.6,323,339.2,35.12,6.4,4,650,Heavy traffic
Tiruchengode Road,NH,weekday,Foggy,4654,3673,7435,2074,N,7941,1600,3305,218,1739,82.6,172,3,116.4,104,406.7,66.67,3.3,5,1576,Signal issue
Paramathi Rd,SH,weekday,Sunny,5644,514,4557,1178,Y,2334,5932,2180,69,752,50.9,-27,1,62.6,236,481.2,61.05,11.5,0,1833,Accident zone
Paramathi Rd,city road,weekday,Clear,5691,4951,1707,1280,No,225,3713,3265,612,2476,60.1,177,2,102.0,211,319.4,36.31,7.2,3,691,Signal issue
Rasipuram Rd,,Weekend,Foggy,5579,6025,3235,254,N,1053,5405,-44,747,1271,69.3,-18,9,90.4,192,202.9,74.26,16.0,6,181,
Rasipuram Rd,NH,Weekend,Sunny,7633,5729,9543,3123,No,7924,3517,2198,184,97,57.7,461,7,40.1,329,165.5,76.06,18.6,3,1544,
Tiruchengode Road,Rural,Weekend,Foggy,6069,1804,10788,774,Y,7760,3694,3096,582,2767,0.6,419,6,117.2,336,239.3,5.67,6.9,5,860,
Paramathi Rd,NH,Weekend,Clear,5451,6237,6496,3920,Yes,894,2595,3629,266,2334,86.0,25,9,73.5,259,606.3,12.86,16.3,7,1117,
Salem road,,,Foggy,7831,8327,5417,1525,Yes,4015,5143,1307,897,1089,39.3,475,8,92.8,287,464.5,1.42,18.3,1,57,Signal issue
Tiruchengode Road,City,Weekend,Clear,7949,2583,11228,1711,,6518,4138,711,780,2224,70.3,91,-2,77.8,497,324.7,4.78,18.1,4,308,Signal issue
Paramathi Rd,,Weekday,Rainy,2567,8440,2684,599,N,1561,-193,2338,760,3352,43.8,78,5,45.3,104,236.2,73.91,7.2,5,550,
,city road,,Foggy,-187,587,9071,832,N,7704,1119,1237,423,1820,44.4,437,7,103.4,170,178.5,3.71,15.8,6,1373,Accident zone
Tiruchengode Road,,Weekday,Sunny,6350,1112,10929,814,Yes,647,477,2600,53,1561,19.4,278,1,77.4,274,508.0,53.07,16.8,3,1971,Signal issue
,NH,Weekend,,369,2481,5639,2731,N,7418,6625,3274,298,467,51.5,237,-2,59.2,495,497.8,54.85,17.3,0,1093,Signal issue
Tiruchengode Road,,Weekday,Clear,4898,-139,11526,3046,Yes,3007,5583,2545,146,1806,-0.6,487,-2,78.2,366,382.7,64.6,6.4,1,1553,Heavy traffic
Namakkal Town,NH,Weekend,Rainy,1952,1584,8106,2991,,3049,5754,426,736,170,36.0,122,1,75.9,461,123.2,76.46,13.7,5,1046,Heavy traffic
,,Weekend,Clear,2908,3120,5780,2227,No,1376,2722,3390,675,3308,46.2,124,0,80.6,418,518.4,25.17,18.2,3,912,
Salem road,City,weekday,,3541,7468,10432,3655,Yes,7590,6743,2811,834,540,68.6,137,8,90.6,494,196.5,78.64,19.0,3,1531,Signal issue
Salem road,SH,weekday,Clear,4887,5850,7315,258,,1514,1134,706,166,2285,-6.6,106,4,119.0,256,529.1,65.55,16.0,5,1159,Accident zone
,NH,Weekend,Rainy,3809,1134,8598,61,N,7648,6979,1350,14,855,20.3,145,3,45.7,368,195.5,36.39,6.3,1,1920,
Salem road,Rural,,Rainy,3121,2990,6648,2946,Y,4255,6661,471,336,2025,14.5,383,1,73.0,140,248.4,18.37,14.9,5,1887,Signal issue
Salem road,SH,,Rainy,18,1371,7535,1688,,2166,4903,366,155,2186,-4.0,260,0,89.5,365,177.6,65.73,12.0,3,122,
Namakkal Town,SH,Weekend,Clear,4689,47,6662,1790,N,3410,532,1914,132,3162,54.7,418,-1,40.4,148,631.4,56.44,6.8,3,1225,Signal issue
Tiruchengode Road,SH,weekday,Foggy,3417,7380,8176,2021,N,3070,-93,2886,609,708,36.7,425,3,77.0,290,97.8,69.25,3.3,3,150,Signal issue
Paramathi Rd,City,,Clear,2517,2956,3659,1448,Yes,4753,1784,663,637,3343,80.1,269,6,100.5,394,87.3,6.21,3.1,3,1643,
Namakkal Town,Rural,weekday,Rainy,668,4802,6732,-5,N,5013,709,2857,750,1964,79.9,-3,-1,43.4,107,129.6,77.33,7.0,0,446,
,City,,Clear,1283,236,865,1261,N,513,630,1452,107,704,42.3,113,4,97.2,484,168.5,37.85,8.7,3,1430,Heavy traffic
Salem road,city road,weekday,Rainy,198,4758,3757,228,Yes,6594,2719,2392,671,879,-7.5,51,3,84.7,51,133.9,67.91,4.5,5,555,
Namakkal Town,City,Weekend,,7317,3015,8370,3214,Yes,7510,500,2459,143,1098,79.2,361,7,90.3,93,425.3,17.49,14.7,6,296,Heavy traffic
Paramathi Rd,,,,7669,1142,5295,474,,6012,1791,2438,261,1587,-8.8,194,-1,74.7,341,232.3,64.41,12.0,4,807,Heavy traffic
Salem road,city road,Weekend,,5895,2862,3576,1063,,6199,6164,2282,840,2410,43.1,363,7,49.8,295,84.6,51.84,7.9,5,1715,Heavy traffic
Paramathi Rd,NH,weekday,Rainy,3619,2114,8733,39,No,15,6546,3042,247,485,46.7,71,2,83.6,263,449.5,45.36,8.1,2,1546,
Salem road,,Weekday,Foggy,6371,1691,6318,146,N,8850,3568,1319,175,409,79.7,139,3,92.5,41,439.0,52.79,13.1,5,166,Signal issue
Paramathi Rd,SH,Weekday,Sunny,2495,8510,1781,3709,N,4247,263,1298,208,1351,49.5,37,2,87.4,271,206.0,63.26,11.8,5,1144,Signal issue
Paramathi Rd,city road,Weekday,,3627,96,2916,3866,Yes,1700,6211,2153,796,3054,3.7,47,7,65.2,257,434.4,33.07,9.7,5,1010,Accident zone
Tiruchengode Road,city road,Weekday,Rainy,1147,1298,1269,488,Yes,7863,2581,437,679,2145,85.4,348,8,74.9,222,365.8,59.72,5.1,6,1719,Heavy traffic
Namakkal Town,City,weekday,Rainy,5957,8683,5389,2493,Yes,3215,3827,1323,43,2817,62.2,82,6,115.7,186,294.5,34.26,10.5,3,841,Signal issue
Paramathi Rd,Rural,,,7362,2384,9358,1865,No,8187,368,2267,689,1050,6.6,413,6,100.3,78,449.0,-3.54,8.1,2,1287,Accident zone
Tiruchengode Road,Rural,,Clear,5522,5419,222,2765,Y,629,6011,2035,309,973,37.4,162,3,100.6,141,627.7,57.46,12.1,4,508,
Rasipuram Rd,city road,Weekday,,159,5672,8723,634,Yes,889,4297,2003,420,1755,85.0,456,8,106.1,56,209.3,67.01,16.4,3,1909,
Paramathi Rd,SH,Weekend,Rainy,4817,3136,8601,1767,Y,6507,6544,84,490,380,31.1,92,3,46.4,260,113.0,7.62,14.5,7,1433,Heavy traffic
Salem road,SH,Weekday,Rainy,3050,1921,7059,67,Y,3550,1284,1421,625,1344,26.3,488,-1,89.8,294,319.7,75.97,3.3,2,1652,
Paramathi Rd,city road,Weekday,,4979,8046,10657,3329,No,46,180,3337,45,902,22.6,239,1,102.0,303,388.7,21.25,7.3,4,727,
Paramathi Rd,city road,weekday,Rainy,5788,6213,3163,2068,,3623,3551,3444,288,392,78.8,113,1,86.2,218,587.1,69.67,15.5,0,504,Accident zone
Namakkal Town,,weekday,Foggy,2894,1908,8390,2805,Yes,4959,1799,540,211,3491,0.9,299,5,45.8,413,208.1,15.92,6.5,6,1561,Accident zone
Salem road,,weekday,,1555,7214,6988,1580,,4961,6409,3299,537,2441,25.2,100,2,105.5,218,585.1,-2.94,7.3,4,545,Signal issue
Paramathi Rd,NH,Weekend,,6606,3390,3797,1487,,7209,808,-76,170,2696,69.5,78,-2,66.9,486,434.0,24.04,16.2,0,441,Accident zone
Rasipuram Rd,,weekday,Rainy,7845,7532,2659,3975,Yes,1596,3084,766,361,175,4.9,146,4,82.0,235,368.8,21.71,5.4,7,1961,Accident zone
Paramathi Rd,City,weekday,Clear,6930,790,10589,1116,No,5045,3492,2092,155,1410,28.3,118,3,111.7,391,531.0,74.41,12.4,2,1202,
Salem road,,weekday,Sunny,1160,3610,11728,1683,Y,1618,6661,1039,721,1010,86.1,452,1,67.1,108,382.9,52.16,13.0,3,1458,
Salem road,Rural,Weekday,Clear,3800,4657,10976,2643,No,7250,6498,1318,356,3176,15.9,46,6,87.5,448,395.8,53.09,7.2,4,1504,Heavy traffic
,SH,,Foggy,7171,4266,10062,2733,Y,3361,1630,3164,280,3490,-1.9,329,3,99.7,367,418.6,-1.78,4.3,7,1353,
Paramathi Rd,City,weekday,,2644,8249,10267,944,Yes,2245,4775,2206,640,3178,38.7,453,8,76.4,153,340.3,28.02,19.8,3,850,Accident zone
Salem road,Rural,,Rainy,3560,327,8135,1286,Yes,5049,4308,3033,726,269,52.9,-17,9,56.7,422,585.6,39.86,15.9,1,1180,Accident zone
,Rural,,Clear,4446,7156,11683,1512,No,5212,1334,3044,666,2180,81.5,150,0,105.7,259,237.3,6.4,14.3,4,1150,
Paramathi Rd,City,Weekend,Clear,903,1604,7337,895,Y,6813,1936,1046,53,787,71.7,12,-1,113.3,34,362.9,28.66,19.5,3,758,Accident zone
Rasipuram Rd,NH,Weekday,Sunny,2468,7307,8343,2914,,1395,5516,3839,535,902,-4.5,321,5,74.6,188,181.9,70.39,14.5,7,527,
Salem road,Rural,,Sunny,6312,5073,5819,514,N,7182,5086,420,815,3047,2.0,483,3,83.9,258,237.2,52.28,10.7,0,1412,Heavy traffic
Rasipuram Rd,city road,weekday,Sunny,6650,8750,1539,1190,N,2870,2243,200,421,861,28.0,297,1,92.6,489,211.2,17.67,6.9,5,1614,
Namakkal Town,Rural,Weekday,,4550,4459,790,1165,N,8052,6557,2530,739,1596,29.5,72,3,86.1,95,186.2,67.44,16.1,6,1345,Heavy traffic
Paramathi Rd,,weekday,Sunny,7797,2590,4874,1168,Yes,1068,5491,3851,875,67,71.9,19,3,119.3,463,279.5,52.07,13.1,1,487,Accident zone
Rasipuram Rd,Rural,Weekday,Clear,4132,6527,9106,-37,N,3686,2108,554,344,2577,32.9,352,5,75.4,470,309.1,0.34,15.1,2,664,Heavy traffic
Salem road,SH,Weekend,,7880,-67,3557,402,Yes,7842,4575,-93,64,369,67.3,487,2,70.3,63,579.9,62.17,11.9,2,54,Signal issue
Tiruchengode Road,Rural,,Foggy,3056,-26,4469,3913,N,3184,863,256,830,2914,31.0,225,5,101.0,253,308.4,30.05,15.9,4,543,
,city road,weekday,Clear,2646,5814,1732,2557,,-264,2070,1104,51,1591,22.6,434,9,115.2,21,91.7,65.0,12.6,5,1399,
,City,weekday,,182,4498,5048,488,Yes,7404,1975,919,268,1907,61.2,253,6,87.6,167,205.5,11.49,11.4,7,822,
Paramathi Rd,Rural,Weekend,Foggy,6982,8313,4587,2662,Yes,4300,225,3849,258,1720,57.5,419,3,93.3,349,140.2,48.26,4.2,7,1573,Signal issue
,SH,Weekend,Sunny,4469,5266,367,37,Y,7192,615,1906,805,262,76.5,399,8,88.0,119,599.4,58.1,6.8,5,1180,
Tiruchengode Road,city road,Weekday,Clear,1103,1479,1634,2198,Y,7869,2705,1533,505,814,-7.1,391,-1,93.5,202,272.8,9.52,3.0,2,1965,
Salem road,Rural,Weekday,Foggy,1045,4663,7966,2447,No,6504,3185,110,522,2343,24.4,488,-2,111.2,206,406.8,7.18,11.0,3,1951,
,City,,Clear,1913,4468,11571,779,Yes,1603,4649,799,18,372,-7.2,244,5,68.1,314,565.3,56.7,19.9,4,1180,Signal issue
Paramathi Rd,NH,Weekday,,2292,3486,2931,3072,Yes,364,6229,2287,578,1681,4.4,261,1,42.6,490,624.5,38.41,15.7,3,1084,
Tiruchengode Road,Rural,Weekend,Clear,5158,6368,4344,109,,1998,5157,2407,791,1675,73.4,122,5,118.9,330,493.2,19.61,7.0,5,1123,
